LOULANS VERCHAMP;70230;1
LURE;70200;1
LUXEUIL LES BAINS;70300;1
LUZE;70400;1
LYOFFANS;70200;1
MAGNIVRAY;70300;1
MAGNONCOURT;70800;1
LE MAGNORAY;70000;1
LES MAGNY;70110;1
MAGNY DANIGON;70200;1
MAGNY JOBERT;70200;1
MAGNY LES JUSSEY;70500;1
MAGNY VERNOIS;70200;1
MAILLERONCOURT CHARETTE;70240;1
MAILLERONCOURT PANCRAS;70210;1
MAILLEY ET CHAZELOT;70000;1
MAIZIERES;70190;1
LA MALACHERE;70190;1
MALANS;70140;1
MALBOUHANS;70200;1
MALVILLERS;70120;1
MANDREVILLARS;70400;1
MANTOCHE;70100;1
MARAST;70110;1
MARGILLEY;70600;1
MARNAY;70150;1
MAUSSANS;70230;1
MELECEY;70110;1
MELIN;70120;1
MELINCOURT;70210;1
MELISEY;70270;1
MEMBREY;70180;1
MENOUX;70160;1
MERCEY SUR SAONE;70130;1
MERSUAY;70160;1
MEURCOURT;70300;1
MIELLIN;70440;1
MIGNAFANS;70110;1
MIGNAVILLERS;70400;1
MOFFANS ET VACHERESSE;70200;1
MOIMAY;70110;1
MOLAY;70120;1
MOLLANS;70240;1
LA MONTAGNE;70310;1
MONTAGNEY;70140;1
MONTARLOT LES CHAMPLITT;70600;1
MONTARLOT LES RIOZ;70190;1
MONTBOILLON;70700;1
MONTBOZON;70230;1
MONTCEY;70000;1
MONTCOURT;70500;1
MONTDORE;70210;1
MONTESSAUX;70270;1
MONTIGNY LES CHERLIEU;70500;1
MONTIGNY LES VESOUL;70000;1
MONTJUSTIN ET VELOTTE;70110;1
MONT LE FRANOIS;70600;1
VILLERS CHEMIN ET MONT LE;70700;1
MONT LE VERNOIS;70000;1
MONTOT;70180;1
MONT ST LEGER;70120;1
MONTSEUGNY;70140;1
MONTUREUX ET PRANTIGNY;70100;1
MONTUREUX LES BAULAY;70500;1
LA ROCHE MOREY;70120;1
MOTEY BESUCHE;70140;1
MOTEY SUR SAONE;70130;1
NANTILLY;70100;1
NANTOUARD;70100;1
NAVENNE;70000;1
NEUREY EN VAUX;70160;1
NEUREY LES LA DEMIE;70000;1
NEUVELLE LES CHAMPLITTE;70600;1
NEUVELLE LES CROMARY;70190;1
NEUVELLE LES LA CHARITE;70130;1
LA NEUVELLE LES LURE;70200;1
LA NEUVELLE LES SCEY;70360;1
NOIDANS LE FERROUX;70130;1
NOIDANS LES VESOUL;70000;1
NOIRON;70100;1
NOROY LE BOURG;70000;1
NOROY LES JUSSEY;70500;1
OIGNEY;70120;1
OISELAY ET GRACHAUX;70700;1
ONAY;70100;1
OPPENANS;70110;1
ORICOURT;70110;1
ORMENANS;70230;1
ORMOICHE;70300;1
ORMOY;70500;1
OUGE;70500;1
OVANCHES;70360;1
OYRIERES;70600;1
PALANTE;70200;1
PASSAVANT LA ROCHERE;70210;1
PENNESIERES;70190;1
PERCEY LE GRAND;70600;1
PERROUSE;70190;1
PESMES;70140;1
PIERRECOURT;70600;1
PIN;70150;1
LA PISSEURE;70800;1
PLAINEMONT;70800;1
PLANCHER BAS;70290;1
PLANCHER LES MINES;70290;1
POLAINCOURT ET CLAIREFONT;70210;1
POMOY;70240;1
PONTCEY;70360;1
LE PONT DE PLANCHES;70130;1
PONT DU BOIS;70210;1
PONT SUR L OGNON;70110;1
PORT SUR SAONE;70170;1
POYANS;70100;1
PREIGNEY;70120;1
PRESLE;70230;1
LA PROISELIERE ET LANGLE;70310;1
PROVENCHERE;70170;1
PURGEROT;70160;1
PUSEY;70000;1
PUSY ET EPENOUX;70000;1
LA QUARTE;70120;1
QUENOCHE;70190;1
QUERS;70200;1
QUINCEY;70000;1
QUITTEUR;70100;1
RADDON ET CHAPENDU;70280;1
RAINCOURT;70500;1
RANZEVELLE;70500;1
RAY SUR SAONE;70130;1
RAZE;70000;1
RECOLOGNE;70130;1
RECOLOGNE LES RIOZ;70190;1
RENAUCOURT;70120;1
LA GRANDE RESIE;70140;1
LA RESIE ST MARTIN;70140;1
RIGNOVELLE;70200;1
RIGNY;70100;1
RIOZ;70190;1
ROCHE ET RAUCOURT;70180;1
ROCHE LINOTTE SORANS;70230;1
LA ROCHELLE;70120;1
RONCHAMP;70250;1
ROSEY;70000;1
LA ROSIERE;70310;1
ROSIERES SUR MANCE;70500;1
ROYE;70200;1
RUHANS;70190;1
RUPT SUR SAONE;70360;1
ST ANDOCHE;70600;1
ST BARTHELEMY;70270;1
ST BRESSON;70280;1
ST BROING;70100;1
ST FERJEUX;70110;1
ST GAND;70130;1
ST GERMAIN;70200;1
ST JULIEN;70120;1
ST LOUP NANTOUARD;70100;1
ST LOUP SUR SEMOUSE;70800;1
ST MARCEL;70500;1
STE MARIE EN CHANOIS;70310;1
STE MARIE EN CHAUX;70300;1
STE REINE;70700;1
ST REMY;70160;1
ST SAUVEUR;70300;1
ST SULPICE;70110;1
ST VALBERT;70300;1
SAPONCOURT;70210;1
SAULNOT;70400;1
SAULX;70240;1
SAUVIGNEY LES GRAY;70100;1
SAUVIGNEY LES PESMES;70140;1
SAVOYEUX;70130;1
SCEY SUR SAONE ET ST ALBI;70360;1
SCYE;70170;1
SECENANS;70400;1
SELLES;70210;1
SEMMADON;70120;1
SENARGENT MIGNAFANS;70110;1
SENONCOURT;70160;1
SERVANCE;70440;1
SERVIGNEY;70240;1
SEVEUX;70130;1
SOING CUBRY CHARENTENAY;70130;1
SORANS LES BREUREY;70190;1
SORNAY;70150;1
SUAUCOURT ET PISSELOUP;70120;1
TARTECOURT;70500;1
TAVEY;70400;1
TERNUAY MELAY ST HILAIRE;70270;1
THEULEY;70120;1
THIEFFRANS;70230;1
THIENANS;70230;1
TINCEY ET PONTREBEAU;70120;1
TRAITIEFONTAINE;70190;1
TRAVES;70360;1
LE TREMBLOIS;70100;1
TREMOINS;70400;1
TRESILLEY;70190;1
TREVEY;70230;1
TROMAREY;70150;1
VADANS;70140;1
VAITE;70180;1
LA VAIVRE;70320;1
VAIVRE ET MONTOILLE;70000;1
VALAY;70140;1
LE VAL DE GOUHENANS;70200;1
VALLEROIS LE BOIS;70000;1
VALLEROIS LORIOZ;70000;1
LE VAL ST ELOI;70160;1
VANDELANS;70190;1
VANNE;70130;1
VANTOUX ET LONGEVELLE;70700;1
VAROGNE;70240;1
VARS;70600;1
VAUCHOUX;70170;1
VAUCONCOURT NERVEZAIN;70120;1
VAUVILLERS;70210;1
VAUX LE MONCELOT;70700;1
VELESMES ECHEVANNE;70100;1
VELET;70100;1
VELLECHEVREUX COURBENANS;70110;1
VELLECLAIRE;70700;1
VELLEFAUX;70000;1
VELLEFREY VELLEFRANGE;70700;1
VELLEFRIE;70240;1
VELLEGUINDRY ET LEVRECEY;70000;1
VELLE LE CHATEL;70000;1
VELLEMINFROY;70240;1
VELLEMOZ;70700;1
VELLEXON QUEUTREY VAUDEY;70130;1
VELLOREILLE LES CHOYE;70700;1
VELORCEY;70300;1
VENERE;70100;1
VERCHAMP;70230;1
LA VERGENNE;70200;1
VENISEY;70500;1
VEREUX;70180;1
VERLANS;70400;1
VERNOIS SUR MANCE;70500;1
LA VERNOTTE;70130;1
VESOUL;70000;1
VEZET;70130;1
VILLAFANS;70110;1
VILLARGENT;70110;1
VILLARS LE PAUTEL;70500;1
LA VILLEDIEU EN FONTENETT;70160;1
VILLEFRANCON;70700;1
VILLENEUVE BELLENOYE ET L;70240;1
VILLEPAROIS;70000;1
VILLERS BOUTON;70190;1
VILLERSEXEL;70110;1
VILLERS LA VILLE;70110;1
VILLERS LE SEC;70000;1
VILLERS LES LUXEUIL;70300;1
VILLERS PATER;70190;1
VILLERS SUR PORT;70170;1
VILLERS SUR SAULNOT;70400;1
VILLERS VAUDEY;70120;1
VILORY;70240;1
VIREY;70150;1
VISONCOURT;70300;1
VITREY SUR MANCE;70500;1
LA VOIVRE;70310;1
VOLON;70180;1
VORAY SUR L OGNON;70190;1
VOUGECOURT;70500;1
VOUHENANS;70200;1
VREGILLE;70150;1
VYANS LE VAL;70400;1
VY LE FERROUX;70130;1
VY LES LURE;70200;1
VY LES RUPT;70120;1
VY LES FILAIN;70230;1
FRETTES;70600;1
PORT D ATELIER;70160;1
ANDELNANS;90400;1
ANGEOT;90150;1
ANJOUTEY;90170;1
ARGIESANS;90800;1
AUXELLES BAS;90200;1
AUXELLES HAUT;90200;1
BANVILLARS;90800;1
BAVILLIERS;90800;1
BEAUCOURT;90500;1
BELFORT;90000;1
BERMONT;90400;1
BESSONCOURT;90160;1
BETHONVILLIERS;90150;1
BORON;90100;1
BOTANS;90400;1
BOURG SOUS CHATELET;90110;1
BOUROGNE;90140;1
BREBOTTE;90140;1
BRETAGNE;90130;1
BUC;90800;1
CHARMOIS;90140;1
CHATENOIS LES FORGES;90700;1
CHAUX;90330;1
CHAVANATTE;90100;1
CHAVANNES LES GRANDS;90100;1
CHEVREMONT;90340;1
COURCELLES;90100;1
COURTELEVANT;90100;1
CRAVANCHE;90300;1
CROIX;90100;1
CUNELIERES;90150;1
DANJOUTIN;90400;1
DELLE;90100;1
DENNEY;90160;1
DORANS;90400;1
EGUENIGUE;90150;1
ELOIE;90300;1
ESSERT;90850;1
ETUEFFONT;90170;1
EVETTE SALBERT;90350;1
FAVEROIS;90100;1
FELON;90110;1
FECHE L EGLISE;90100;1
FLORIMONT;90100;1
FONTAINE;90150;1
FONTENELLE;90340;1
FOUSSEMAGNE;90150;1
FRAIS;90150;1
FROIDEFONTAINE;90140;1
GIROMAGNY;90200;1
GRANDVILLARS;90600;1
GROSMAGNY;90200;1
GROSNE;90100;1
JONCHEREY;90100;1
LACHAPELLE SOUS CHAUX;90300;1
LACHAPELLE SOUS ROUGEMONT;90360;1
LACOLLONGE;90150;1
LAGRANGE;90150;1
LAMADELEINE VAL DES ANGES;90170;1
LARIVIERE;90150;1
LEBETAIN;90100;1
LEPUIX NEUF;90100;1
LEPUIX;90200;1
LEVAL;90110;1
MENONCOURT;90150;1
MEROUX MOVAL;90400;1
MEZIRE;90120;1
MONTBOUTON;90500;1
MONTREUX CHATEAU;90130;1
MORVILLARS;90120;1
MOVAL;90400;1
NOVILLARD;90340;1
OFFEMONT;90300;1
PEROUSE;90160;1
PETIT CROIX;90130;1
PETITEFONTAINE;90360;1
PETITMAGNY;90170;1
PHAFFANS;90150;1
RECHESY;90370;1
AUTRECHENE;90140;1
RECOUVRANCE;90140;1
REPPE;90150;1
RIERVESCEMONT;90200;1
ROMAGNY SOUS ROUGEMONT;90110;1
ROPPE;90380;1
ROUGEGOUTTE;90200;1
ROUGEMONT LE CHATEAU;90110;1
ST DIZIER L EVEQUE;90100;1
ST GERMAIN LE CHATELET;90110;1
SERMAMAGNY;90300;1
SEVENANS;90400;1
SUARCE;90100;1
THIANCOURT;90100;1
TREVENANS;90400;1
URCEREY;90800;1
VALDOIE;90300;1
VAUTHIERMONT;90150;1
VELLESCOT;90100;1
VESCEMONT;90200;1
VETRIGNE;90300;1
VEZELOIS;90400;1
VILLARS LE SEC;90100;1
FROIDEVAL;90400;1
